Course Name,Description,Rate,Instructor,Price,Total Hours,lectures,Level,Number Of Rated Users,Bestseller,Original Price,Price Value,Price Currency,Business Exception,New Price,_Price
C++ Programming 2022- Beginner to Expert,C++ Programming with real time examples,3.9,"Instructor:
Happy Learnings",E£199.99,5.5,45,Expert,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Prokon Analysis and Design of 3 Stories R.C.C Building,"Prokon Structural Design + Analysis of 3 Stories R.C.C Building (columns, Slab, Foundation, and beams)",3.8,"Instructor:
Ahmad Traboulsi",E£199.99,2,13,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C++ For Absolute Beginners : The Starter Guide,Learn professional C++ development from ground up with no prior programming experience,3.7,"Instructors:
Eduonix Learning Solutions, Eduonix-Tech .",E£229.99,4,41,Beginner,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
Master Embedded C Interview: 500+ Most Asked Questions: 2023,Crack Embedded C Interview with confidence: 500+ Questions [Code+ Conceptual + Descriptive] with Detailed explanations,5.0,"Instructor:
DataVeta Academy",E£199.99,,,,,New,E£849.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
SAP Basis Administration for S/4 HANA - C_TADM_21,"Build a career in SAP World - Learn What to Expect, How to be Prepared, How to Stand Out and Much More...",3.9,"Instructor:
Sid Sriram",E£549.99,12.5,36,All Levels,,,E£729.99,549.99,E£,Business Exception,16969.762419006478,16969.762419006478USD
Become A C Programming Expert,This course Will provide you how to code in C programming from zero,0.0,"Instructor:
Hank Cliff",E£199.99,,13,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
"""Anatomy of Yoga"" 1: Teacher Training Workshop Series","The Language of Movement, Exercise Physiology, Upper and Lower Extremity and Trunk",4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",E£749.99,10,52,Intermediate,,,E£999.99,749.99,E£,Business Exception,23140.69731564332,23140.69731564332USD
PREPARE TO CRACK INTERVIEW IN C++(0-5Yrs Experience),Basics to advanced concepts with explanation includes C++11/14/17! Grow your knowledge in C/C++ to next level.,4.1,"Instructor:
Subrata Kumar Swain",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
ARM BareMetal Scheduler(RTOS functionality)and device driver,"Code a funtional system with Linker Script, Assembly and C language using opensource tools for ARM STM32 microcontroller",3.9,"Instructor:
Malay Das",E£419.99,3.5,55,Beginner,,,E£579.99,419.99,E£,Business Exception,12958.654736192533,12958.654736192533USD
C++ Programming - Beginners to Beyond,Learn C++ basics and advanced concepts. Take your C++ programming to the next level.,3.4,"Instructor:
Smart Coders Hub",E£199.99,14,48,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_S4CWM_2022 SAP EWM Practice Exam Papers - 400 Questions,SAP Certified Application Associate - Extended Warehouse Management with SAP S/4HANA C_S4CWM_2202,3.8,"Instructor:
Sanjay Mukerjee",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Interview Oriented Data Structure Arrays & Linked List C|C++,Interview Oriented Data Structure Arrays & Linked List C|C++ - Frequently Asked Questions with Solution for GATE & FAANG,4.6,"Instructor:
Sonali Shrivastava",E£199.99,16.5,69,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_SACS_2316 SAP Analytics Cloud Story Design Test for Succes,Embark on a Journey of Data Discovery and Storytelling Excellence with C_SACS_2316,3.1,"Instructor:
POORNA N",E£579.99,,,,,,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
Snowpark : Data engineering with Snowflake.,Learn fundamentals of Snowflake-snowpark API.,4.4,"Instructor:
Pradeep H C",E£199.99,6,64,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
The Complete IOS 9 & Xcode 7 Guide - Make 20 Applications,A Complete Xcode 7 and iOS 9 Course with Swift 2 & Objective-C,4.6,"Instructor:
Aaron Caines",E£199.99,30,229,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
RabbitMQ: Learn all MessageQueue concepts and administration,Use RabbitMQ for asynchronous Messaging to decouple your systems for easy scalable systems with examples in Python & C#,4.1,"Instructor:
Timo | C# Development | .NET | DevOps",E£199.99,4.5,69,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C For Embedded Systems,Getting more advanced topics in C language that are more suitable for programming the embedded systems.,4.4,"Instructor:
Mohamed Abdallah",E£579.99,4.5,39,Intermediate,,Hot & new,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
Master C++ Pointers and Smart Pointers,"pointers, shared_ptr, unique_ptr and weak_ptr in C++",3.9,"Instructor:
Abhishek Kumar",E£199.99,1.5,16,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C++ Tutorial for Absolute Beginners . Become An Expert,If you’re ready to buckle down and learn C++ Programming here’s where you should start.,3.6,"Instructor:
Yogesh Patel",E£229.99,9.5,70,All Levels,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
C_HCADM_05 - SAP HANA Cloud Provisioning and Administration,2 Practice papers comprising of 60 questions which will help in clearing the actual Certification exam,4.3,"Instructor:
Santanu Kar Gupta",E£579.99,,,,,,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
C++ Programming 2022- Beginner to Expert,C++ Programming with real time examples,3.9,"Instructor:
Happy Learnings",E£199.99,5.5,45,Expert,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Prokon Analysis and Design of 3 Stories R.C.C Building,"Prokon Structural Design + Analysis of 3 Stories R.C.C Building (columns, Slab, Foundation, and beams)",3.8,"Instructor:
Ahmad Traboulsi",E£199.99,2,13,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C++ For Absolute Beginners : The Starter Guide,Learn professional C++ development from ground up with no prior programming experience,3.7,"Instructors:
Eduonix Learning Solutions, Eduonix-Tech .",E£229.99,4,41,Beginner,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
Master Embedded C Interview: 500+ Most Asked Questions: 2023,Crack Embedded C Interview with confidence: 500+ Questions [Code+ Conceptual + Descriptive] with Detailed explanations,5.0,"Instructor:
DataVeta Academy",E£199.99,,,,,New,E£849.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
SAP Basis Administration for S/4 HANA - C_TADM_21,"Build a career in SAP World - Learn What to Expect, How to be Prepared, How to Stand Out and Much More...",3.9,"Instructor:
Sid Sriram",E£549.99,12.5,36,All Levels,,,E£729.99,549.99,E£,Business Exception,16969.762419006478,16969.762419006478USD
Become A C Programming Expert,This course Will provide you how to code in C programming from zero,0.0,"Instructor:
Hank Cliff",E£199.99,,13,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
"""Anatomy of Yoga"" 1: Teacher Training Workshop Series","The Language of Movement, Exercise Physiology, Upper and Lower Extremity and Trunk",4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",E£749.99,10,52,Intermediate,,,E£999.99,749.99,E£,Business Exception,23140.69731564332,23140.69731564332USD
PREPARE TO CRACK INTERVIEW IN C++(0-5Yrs Experience),Basics to advanced concepts with explanation includes C++11/14/17! Grow your knowledge in C/C++ to next level.,4.1,"Instructor:
Subrata Kumar Swain",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
ARM BareMetal Scheduler(RTOS functionality)and device driver,"Code a funtional system with Linker Script, Assembly and C language using opensource tools for ARM STM32 microcontroller",3.9,"Instructor:
Malay Das",E£419.99,3.5,55,Beginner,,,E£579.99,419.99,E£,Business Exception,12958.654736192533,12958.654736192533USD
C++ Programming - Beginners to Beyond,Learn C++ basics and advanced concepts. Take your C++ programming to the next level.,3.4,"Instructor:
Smart Coders Hub",E£199.99,14,48,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_S4CWM_2022 SAP EWM Practice Exam Papers - 400 Questions,SAP Certified Application Associate - Extended Warehouse Management with SAP S/4HANA C_S4CWM_2202,3.8,"Instructor:
Sanjay Mukerjee",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Interview Oriented Data Structure Arrays & Linked List C|C++,Interview Oriented Data Structure Arrays & Linked List C|C++ - Frequently Asked Questions with Solution for GATE & FAANG,4.6,"Instructor:
Sonali Shrivastava",E£199.99,16.5,69,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_SACS_2316 SAP Analytics Cloud Story Design Test for Succes,Embark on a Journey of Data Discovery and Storytelling Excellence with C_SACS_2316,3.1,"Instructor:
POORNA N",E£579.99,,,,,,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
Snowpark : Data engineering with Snowflake.,Learn fundamentals of Snowflake-snowpark API.,4.4,"Instructor:
Pradeep H C",E£199.99,6,64,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
The Complete IOS 9 & Xcode 7 Guide - Make 20 Applications,A Complete Xcode 7 and iOS 9 Course with Swift 2 & Objective-C,4.6,"Instructor:
Aaron Caines",E£199.99,30,229,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
RabbitMQ: Learn all MessageQueue concepts and administration,Use RabbitMQ for asynchronous Messaging to decouple your systems for easy scalable systems with examples in Python & C#,4.1,"Instructor:
Timo | C# Development | .NET | DevOps",E£199.99,4.5,69,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C For Embedded Systems,Getting more advanced topics in C language that are more suitable for programming the embedded systems.,4.4,"Instructor:
Mohamed Abdallah",E£579.99,4.5,39,Intermediate,,Hot & new,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
Master C++ Pointers and Smart Pointers,"pointers, shared_ptr, unique_ptr and weak_ptr in C++",3.9,"Instructor:
Abhishek Kumar",E£199.99,1.5,16,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C++ Tutorial for Absolute Beginners . Become An Expert,If you’re ready to buckle down and learn C++ Programming here’s where you should start.,3.6,"Instructor:
Yogesh Patel",E£229.99,9.5,70,All Levels,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
C_HCADM_05 - SAP HANA Cloud Provisioning and Administration,2 Practice papers comprising of 60 questions which will help in clearing the actual Certification exam,4.3,"Instructor:
Santanu Kar Gupta",E£579.99,,,,,,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
C++ Programming 2022- Beginner to Expert,C++ Programming with real time examples,3.9,"Instructor:
Happy Learnings",E£199.99,5.5,45,Expert,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Prokon Analysis and Design of 3 Stories R.C.C Building,"Prokon Structural Design + Analysis of 3 Stories R.C.C Building (columns, Slab, Foundation, and beams)",3.8,"Instructor:
Ahmad Traboulsi",E£199.99,2,13,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C++ For Absolute Beginners : The Starter Guide,Learn professional C++ development from ground up with no prior programming experience,3.7,"Instructors:
Eduonix Learning Solutions, Eduonix-Tech .",E£229.99,4,41,Beginner,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
Master Embedded C Interview: 500+ Most Asked Questions: 2023,Crack Embedded C Interview with confidence: 500+ Questions [Code+ Conceptual + Descriptive] with Detailed explanations,5.0,"Instructor:
DataVeta Academy",E£199.99,,,,,New,E£849.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
SAP Basis Administration for S/4 HANA - C_TADM_21,"Build a career in SAP World - Learn What to Expect, How to be Prepared, How to Stand Out and Much More...",3.9,"Instructor:
Sid Sriram",E£549.99,12.5,36,All Levels,,,E£729.99,549.99,E£,Business Exception,16969.762419006478,16969.762419006478USD
Become A C Programming Expert,This course Will provide you how to code in C programming from zero,0.0,"Instructor:
Hank Cliff",E£199.99,,13,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
"""Anatomy of Yoga"" 1: Teacher Training Workshop Series","The Language of Movement, Exercise Physiology, Upper and Lower Extremity and Trunk",4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",E£749.99,10,52,Intermediate,,,E£999.99,749.99,E£,Business Exception,23140.69731564332,23140.69731564332USD
PREPARE TO CRACK INTERVIEW IN C++(0-5Yrs Experience),Basics to advanced concepts with explanation includes C++11/14/17! Grow your knowledge in C/C++ to next level.,4.1,"Instructor:
Subrata Kumar Swain",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
ARM BareMetal Scheduler(RTOS functionality)and device driver,"Code a funtional system with Linker Script, Assembly and C language using opensource tools for ARM STM32 microcontroller",3.9,"Instructor:
Malay Das",E£419.99,3.5,55,Beginner,,,E£579.99,419.99,E£,Business Exception,12958.654736192533,12958.654736192533USD
C++ Programming - Beginners to Beyond,Learn C++ basics and advanced concepts. Take your C++ programming to the next level.,3.4,"Instructor:
Smart Coders Hub",E£199.99,14,48,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_S4CWM_2022 SAP EWM Practice Exam Papers - 400 Questions,SAP Certified Application Associate - Extended Warehouse Management with SAP S/4HANA C_S4CWM_2202,3.8,"Instructor:
Sanjay Mukerjee",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Interview Oriented Data Structure Arrays & Linked List C|C++,Interview Oriented Data Structure Arrays & Linked List C|C++ - Frequently Asked Questions with Solution for GATE & FAANG,4.6,"Instructor:
Sonali Shrivastava",E£199.99,16.5,69,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_SACS_2316 SAP Analytics Cloud Story Design Test for Succes,Embark on a Journey of Data Discovery and Storytelling Excellence with C_SACS_2316,3.1,"Instructor:
POORNA N",E£579.99,,,,,,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
Snowpark : Data engineering with Snowflake.,Learn fundamentals of Snowflake-snowpark API.,4.4,"Instructor:
Pradeep H C",E£199.99,6,64,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
The Complete IOS 9 & Xcode 7 Guide - Make 20 Applications,A Complete Xcode 7 and iOS 9 Course with Swift 2 & Objective-C,4.6,"Instructor:
Aaron Caines",E£199.99,30,229,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
RabbitMQ: Learn all MessageQueue concepts and administration,Use RabbitMQ for asynchronous Messaging to decouple your systems for easy scalable systems with examples in Python & C#,4.1,"Instructor:
Timo | C# Development | .NET | DevOps",E£199.99,4.5,69,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Learn Professional C++ | Introduction to Boost C++ Libraries,"Learn Non-std. C++ functions, containers, classes for Professional coding in C/C++. Gear-up for Industrial applications.",2.7,"Instructor:
Block.Hub Academy",E£229.99,7.5,105,Beginner,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
C_TPLM40_65 | SAP Quality Management ERP 6.0 EHP5 Test,Pass your SAP Quality Management Exam by using this Question & Answer Series,5.0,"Instructor:
Ikram Uddin",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
[NEW] C_IBP_2202 SAP IBP Mock Test + 18 Study Materials,SAP Certified Application Associate - SAP IBP for Supply Chain Mock Test + + 18 Study Materials,4.3,"Instructor:
EXAM VOLT",E£199.99,,,,,NEW,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Hands-On Transcription Practice Series - Course C,Like a Transcriptionist Simulator - Created by a 20-Year Active Transcriptionist - 25 Audios and Documents for Proofing,4.6,"Instructor:
Amanda Fichter",E£199.99,,9,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C Data Structures from Basics,Hands on Implementation / Coding with Data Structures,4.1,"Instructor:
Shrirang Korde",E£199.99,25,86,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Red Teaming | Exploit Development with Assembly and C |MSAC+,"Exploit Development: Shellcode Execution, Bad Character Analysis, Segmentation Fault Handling, Buffer Overflow, Hacking",4.7,"Instructor:
OCSALY Academy | 280.000+ Students",E£579.99,13,77,All Levels,,,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
SAP CDC Certification (Gigya),C_C4H620_24: SAP Certified Development Associate - SAP Customer Data Cloud,4.4,"Instructor:
SAP Consultant",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_TS410_2020 | SAP Business Process Integration Test,Comprehensive Course For SAP OS/DB Migration for SAP NetWeaver Exam,3.9,"Instructor:
Ramesh Vairavan",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_LCNC_01 - SAP Certified Citizen Developer | Exam Questions,140+ Questions to Prepare for the Certification SAP Citizen Developer - Low-Code / No-Code Applications and Automations,4.7,"Instructor:
Cert PREP",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
The Most Complete ARDUINO MASTERCLASS for Beginners,"Learn Electronic basics, Algorithms, C programming Language and Arduino",4.6,"Instructor:
HAJAR QAIBOU",E£199.99,3.5,68,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_S4FTR_2020 SAP Certified Application Associate - Treasury,C_S4FTR_2020 SAP Certified Application Associate - Treasury with SAP S/4HANA (SAP S/4HANA 2020),3.1,"Instructor:
K. Chandra Shekar",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
SAP HANA C_HCADM Cloud Provisioning and Admin Q/A,SAP Certified Technology Associate - SAP HANA Cloud Provisioning and Administration- C_HCADM Practice Exam,4.4,"Instructor:
Fadi Anani",E£229.99,,,,,,,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
Microsoft Project: MS Project 2019 2016 2013 Complete_8 PDUs,Microsoft Project: Learn project management by using MS Project! Creation and management of a real project plan - 8 pdus,4.4,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",E£199.99,8.5,71,All Levels,,Bestseller,E£999.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_ACTIVATE13 - SAP Activate Project Manager | Exam Questions,170+ Exam Questions to Prepare for the Certification Exam SAP Certified Associate – SAP Activate Project Manager,4.7,"Instructor:
Cert PREP",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Asset Protection for Foreign Currency Investors,Schedule C Wealth Building and Protection,4.4,"Instructor:
Sandy Ingram",E£199.99,,9,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
SAP BTP Extension Developer C_CPE_14 Preparation Bootcamp,240 Comprehensive Practice Questions for Confident SAP BTP Extension Developer Exam 2023,4.2,"Instructor:
Nick Yang",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
PMP Renewal-14 PDUs for PMP: Basic Project Management Math,PMP Certification Renewal: Earn 14 PDUs to Renew Your PMP Certification. Learn Basic Project Management Math Concepts.,4.5,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",E£749.99,14,90,All Levels,,new,E£999.99,749.99,E£,Business Exception,23140.69731564332,23140.69731564332USD
Object Oriented Programming in C++ & Interview Preparation,"Classroom like learning, Detailed Explanation of Question",4.4,"Instructor:
Codaming - VeDinesh Academy",E£199.99,2,21,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
The Complete Objective-C Guide for IOS 8 and Xcode 6,A Guide to iPhone and iPad development. A Complete Xcode 6 and IOS 8 Course with Objective-C Beginner to pro.,3.7,"Instructor:
Aaron Caines",E£229.99,11,92,All Levels,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
C_TS462_2021_S/4 HANA Sales- Upskilling,Sure way to Succeed the exam:C_TS462_2021 - SAP S/4HANA Sales Upskilling Certification Mock/practice Tests,4.9,"Instructors:
SanthaRam S, Kouru Venkata Ganapathi",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
