Course Name,Description,Rate,Instructor,Total Hours,lectures,Level,Price,Number Of Rated Users,Bestseller,Original Price
"Build 2D, 3D, and VR Games in Unity and Unreal *Masterclass*","Get free: 2 complete books and 6 professional webinars! C# coding, C++, game design, game development, game mechanics.",3.9,"Instructors:
Mammoth Interactive, John Bura",85.5,338,Beginner,free,,,E£269.99
Master C++ Fundamentals through Practice Tests,Take Your C++ Skills to the Next Level with Practice Test,4.6,"Instructor:
ProTech Ed",,,,E£629.99,,,E£849.99
Unreal Engine 5 (UE5): the basics of the unreal editor,Learn the unreal editor and how to develop your game in C++,5.0,"Instructor:
Emad Ahmed",s1,20,All Levels,"E£1,699.99",,,
Certified Professional in C++ Programming - Practice Test,The Complete C++ Programming Exam Course,4.0,"Instructor:
MOHNAS LTD",,,,E£199.99,,,E£269.99
Make Arcade Vehicle System Unreal Engine C++ (beginner- pro),We will learn how to make Arcade vehicle system from Scratch which is more optimized and light weight.,3.5,"Instructor:
Mr. Singh",s3,11,Beginner,E£199.99,,,E£269.99
Make Arcade Vehicle System Unreal Engine C++ (beginner- pro),We will learn how to make Arcade vehicle system from Scratch which is more optimized and light weight.,3.5,"Instructor:
Mr. Singh",s3,11,Beginner,E£199.99,,,E£269.99
Boost Your C++ Skills with 4 Challenging Practice Tests,C++ 4 Practice Test Bank: Sharpen Your Programming Abilities,4.5,"Instructor:
ProTech Ed",,,,E£629.99,,,E£849.99
C Programming the Basics,Start with low-level C programming,4.2,"Instructor:
Frank Anemaet",s1,10,Beginner,E£199.99,,,E£269.99
"Deliver Powerful, Painless Feedback to Motivate vs Frustrate",Motivate for Success and Optimal Performance!,4.4,"Instructor:
Elizabeth C. Pagé",s1,40,All Levels,E£229.99,,,E£319.99
C++ Challenge: Boost Aptitude with 4 Intensive Tests,Advance your C++ proficiency with 60 challenging practice questions and enhance your logical reasoning skills.,3.5,"Instructor:
ProTech Ed",,,,E£629.99,,,E£849.99
C++ Practice Intensives: Sharpen Skills with 4 Rigorous Test,Test your mastery of C++ across 60 comprehensive practice questions and sharpen your logical reasoning skills.,4.5,"Instructor:
ProTech Ed",,,,E£629.99,,,E£849.99
Design Patterns Interview Questions,Design Patterns Interview Questions for Software Architecture OOP in C++ Python PHP Java C# JavaScript design pattern,4.3,"Instructor:
Suresh Kumar Srivastava",,,,E£199.99,,,E£269.99
RabbitMQ: Learn all MessageQueue concepts and administration,Use RabbitMQ for asynchronous Messaging to decouple your systems for easy scalable systems with examples in Python & C#,4.1,"Instructor:
Timo | C# Development | .NET | DevOps",4.5,69,All Levels,E£199.99,,,E£269.99
Loops and Patterns in C - Tips and tricks,Programming in C,4.5,"Instructor:
shravan Kumar Manthri",s7,32,All Levels,E£199.99,,,E£269.99
OpenCV C++ Guided project tutorial (digital image processing,Image processing technique using OpenCV in C++ (Guided project),3.6,"Instructor:
Ezeuko Emmanuel",3.5,18,All Levels,E£199.99,,,E£269.99
Delightful C - For Anyone and Everyone,Learn C like a Professional. Get a strong grasp of the fundamentals. Become a C wizard.,4.1,"Instructor:
Senthil Kumar Thangavelu",s21,158,Beginner,E£229.99,,,E£319.99
"IELTS Speaking Part 1,2,3 (All You Need To Know)Band 6 7 8 9",Pass Your IELTS Test The FIRST TIME,4.8,"Instructor:
Christian C C",5.5,12,Intermediate,E£229.99,,,E£319.99
PMP Renewal-14 PDUs for PMP: Basic Project Management Math,PMP Certification Renewal: Earn 14 PDUs to Renew Your PMP Certification. Learn Basic Project Management Math Concepts.,4.5,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",s14,90,All Levels,E£749.99,,new,E£999.99
C++ Practice Tests: Sharpen Your Coding Skills,Test your mastery of C++ across 60 comprehensive practice questions and sharpen your logical reasoning skills.,4.0,"Instructor:
ProTech Ed",,,,E£629.99,,,E£849.99
Penetration Testing with PowerShell Empire,Hacking with PowerShell Empire,4.6,"Instructor:
Michael C. Long II",s2,76,Intermediate,E£199.99,,,E£269.99
"Master Data Structures , Algorithms & Interview using C++","Learn about Arrays, Linked Lists, Trees, Stacks, Queues, Heaps, Search data structure algorithms,Interview Preparation",0.0,"Instructor:
Manik Soni",s13,72,All Levels,E£229.99,,,E£319.99
Learn Apex Triggers from watchman - Salesforce Development,Make friendship with Salesforce Apex Triggers. The complete course for master apex trigger concept in Salesforce.,4.7,"Instructor:
Sandeep C",s9,45,Beginner,E£199.99,,,E£269.99
Introduction To 3D Character Animation In Unreal Engine!,Bring A Character To Life In Unreal Engine! Scene Files Included - Build Your 3D Animation From Start To Finish!,4.7,"Instructor:
Michael Ricks",5.5,44,All Levels,E£199.99,,,E£269.99
"How to Lead with Ease & Be a Successful CEO, Leader, Manager","Learn Signature Leadership Skills, Be Agile,Lift Performance, Drive Results, Launch Products, Live Up To Your Potential",4.4,"Instructor:
Elizabeth C. Pagé",s3,37,All Levels,E£579.99,,,E£779.99
Mastering Advanced C Programming: Pointers (In Depth),"Mastering pointers in C programming with Single Pointer,Double,Triple Pointer,Generic,NULL Pointers,Memory Leaks etc.",4.3,"Instructor:
UpDegree Pro",s4,25,Intermediate,E£199.99,,,E£269.99
The Complete C Programming Course - From Scratch,"Learn C Programming from the basics upto advanced concepts like Pointers, Structures, Dynamic Memory Allocation",4.2,"Instructor:
Sujithkumar MA",s7,80,Beginner,E£229.99,,,E£319.99
Build your own virtual CCNA lab network - without emulators,"LABS for CCNA/CCNP included. Learn how to easily create your own cloud of Ciscorouters, using free demo versions of IOS.",4.6,"Instructor:
dr Jonas Birch, C programming ninja",8.5,27,All Levels,free,,,E£269.99
Visual Studio Code Course 2023,"Learn the basics of Visual Studio Code from scratch and run Python, Java, C, C++, HTML, JS, PHP with examples.",4.6,"Instructor:
Studyopedia Trainings",s1,15,Beginner,E£199.99,,,E£269.99
The Ultimate Timeshare Cancellation Course (ON SALE),"Your Journey, Our Expertise (For U.S., Mexico, and Caribbean Islands - All Timeshares)",4.8,"Instructor:
Wayne C. Robinson",s2,37,All Levels,E£719.99,,,
Introduction to Fan Veil,Gain confidence in using this prop,5.0,"Instructor:
Kirah C",2.5,36,Beginner,E£199.99,,,E£269.99
Coding Project - Programming Finite State Machines,"C/C++ Projects, Library Design, System Projects, Programming based Course, Data Structures and Algorithms, Automata, TOC",4.1,"Instructors:
Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta",s2,22,Intermediate,E£199.99,,,E£269.99
Autodesk Revit From Beginner to Professional,Architecture Design with Structural and Mep Basics.,4.3,"Instructor:
C. Thi Team",29.5,234,Beginner,E£629.99,,,E£849.99
6 Practice Tests for any C++ Certification,Test your C++ Knowledge with 6 Practice Tests and Brief Explanation,4.5,"Instructor:
Aaditya Tiwari",,,,E£629.99,,,E£849.99
Master the Comma,"Save Face, Time, and Money",4.3,"Instructor:
Nicole C. Ayers",2.5,51,All Levels,E£199.99,,,E£269.99
Complete And Ultimate C Programming Course,"From Beginner To Advance, Scratch To Professional, ZERO To Mastery, And A Complete Package To All",3.8,"Instructor:
Hanoak S",36.5,295,All Levels,E£199.99,,,E£269.99
C++ Questions (OOP - Basic code),C++ Important Q,0.0,"Instructor:
Mohammed Salah",,,,E£199.99,,,E£269.99
Preparatory Tests for AWS Cloud Practitioner and Beyond,AWS Cloud Beginner - Test Your Understanding before taking the AWS Cloud Practitioner Exam,4.9,"Instructor:
Gokul C Prabhakar",,,,E£199.99,,,E£269.99
Batch Class Salesforce - Apex- Salesforce Development,Large records processing. No problem.Make friendship with batch apex class.,4.6,"Instructor:
Sandeep C",3.5,33,Intermediate,E£199.99,,,E£269.99
Data Structures and Algorithms (DSA) MCQ/Interview Questions,Data Structures and Algorithms (DSA) MCQ Interview Questions DSA Independent of using in C C++ Python Java JavaScript C#,3.5,"Instructor:
Suresh Kumar Srivastava",,,,E£229.99,,,E£319.99
Learning Path: Unreal Engine: Develop Classic and RTS Games,Embrace yourself to learn the art of learning of creating applications and microservices with Akka,4.6,"Instructor:
Packt Publishing",s11,51,Expert,E£199.99,,,E£269.99
C++ Practice Test Bank: Solidify Your Programming Foundation,Master C++ through 4 Challenging Practice Tests,4.4,"Instructor:
ProTech Ed",,,,E£629.99,,,E£849.99
C Programming Language Demystified,Through the use of animation this course will demystify the internals of the C language in a way that anyone can learn!,4.2,"Instructors:
Bhalchandra Gholkar, Daryl Newell",s19,150,All Levels,E£229.99,,New,E£319.99
The Infrared Photography Masterclass,Create Unique and Memorable Photographs with Digital Infrared Photography,4.4,"Instructor:
Patrick C. Cook",7.5,37,All Levels,E£199.99,,,E£269.99
Arduino Programming for Absolute Beginners,Learn about the hardware components of Arduino UNO and how to program it using C/C++,3.6,"Instructor:
Sujithkumar MA",4.5,51,Beginner,E£229.99,,,E£319.99
Business English Course For English Language Students,Make Your English Sound More Formal & Professional,4.3,"Instructor:
Christian C C",s2,5,All Levels,E£229.99,,,E£319.99
Build Kids Amazon KDP Book with AI & Earn More Passive Money,"Create Amazing Children's Books for Amazon Kindle Direct Publishing with ChatGPT, Midjourney, SudoWrite, Playground, etc",4.4,"Instructor:
Apurva C",4.5,64,Beginner,E£629.99,,,E£849.99
Creating Games From Scratch Using SDL 2.0,"Create your own games from beginning to end on popular, crossplatform, SDL 2.0",3.5,"Instructor:
W S",1.5,24,Intermediate,E£199.99,,,E£269.99
Data Analytics with Excel: For SaaS & Software Companies,"Analyze Data, Create Charts and Build Effective Presentation Slides: A Step-by-Step Guide",4.8,"Instructor:
Jimmy C",s3,37,Intermediate,E£199.99,,,E£269.99
Become a Wedding Officiant - A Complete Guide,Start a business officiating weddings in the USA! Step by Step course includes sample ceremonies to get you started.,4.8,"Instructor:
Lora C",s1,25,All Levels,E£199.99,,,E£269.99
SQL and RDBMS,Database management systems,4.6,"Instructor:
krishnan c",3.5,18,Intermediate,E£229.99,,,E£319.99
Unreal Engine 4: Project Based VR Course for Arch Viz in UE4,"Use Unreal Engine 4 (free) to turn your 3d projects into a real-time / VR project in just a couple hours, from scratch.",4.8,"Instructor:
Adam Zollinger",s8,82,All Levels,free,,,E£849.99
"Build Games with Unreal Engine, Unity® and Blender!",Create Multiple Games with Unreal! And make a Big Ninja survival game with Unity® and Blender!,4.4,"Instructors:
Mammoth Interactive, John Bura",110.5,511,All Levels,E£199.99,,,E£269.99
SaaS Sales & Purchase Negotiation: Commercial Fundamentals,"Comprehensive Course on Software/SaaS Sales Pricing, Commercial Terms, Deal Structure and Negotiation",4.4,"Instructor:
Jimmy C",1.5,21,All Levels,E£199.99,,,E£269.99
Python for astronomers and astrophysics,Python Astronomy,3.8,"Instructor:
Sachin C",1.5,12,Beginner,E£199.99,,,E£269.99
How to create a mobile game for iOS with Unreal Engine 4,"Learn step by step, how to set up, create and publish a mobile game for iOS with the Unreal Engine 4.",4.1,"Instructor:
Loris Bonauer",3.5,9,All Levels,E£199.99,,,E£269.99
28 Day Meditation Experience: YOUR Daily Practice,"A daily guided meditation practice to focus the mind, cultivate self-awareness and solidify your daily habit",4.7,"Instructor:
Laura Goellner E-RYT, C-IAYT",8.5,38,Beginner,E£199.99,,,E£269.99
NEW Splunk Certified Administrator 2022 Practice Questions,Splunk Certified Administrator Practice Questions,4.2,"Instructor:
Alexis C",,,,E£199.99,,NEW,E£269.99
Find Your Core Values,Strengthen Your Inner Compass and Live with Integrity,5.0,"Instructor:
Rena C",,11,All Levels,E£199.99,,,E£269.99
Complete Course on Becoming a Business Interpreter,Learn to become a business interpreter with zero experience,4.6,"Instructor:
Vivien C",s1,19,Beginner,E£199.99,,,E£269.99
C# data access: from ADO.NET to EF and Dapper,"Learn basics of SQL Access with ADO.NET, Dapper, Entity Framework. NoSQL with Mongo and Redis. Also: DAL patterns",3.6,"Instructor:
Timo | C# Development | .NET | DevOps",s3,52,Beginner,E£269.99,,,E£349.99
"Foundations in Yoga Anatomy: 1 Language of Motion, Skeleton","The Language of Movement, The Skeletal System, Bones, Joints & Ligaments",4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",10.5,43,Intermediate,E£629.99,,,E£849.99
The complete masterclass for gRPC in .NET (.NET 8),From zero to hero: learn to use the high-performance gRPC framework to enhance your HTTP communications !,4.2,"Instructor:
Christophe MOMMER | C# - .NET - Azure DevOps | MVP",4.5,28,All Levels,E£199.99,,,E£269.99
Swift 4 Protocol-Oriented Programming,Master multithreading and concurrent processing with C++,4.2,"Instructor:
Packt Publishing",s3,33,Expert,E£199.99,,,E£269.99
C++ Mastery Trials: Hone Expertise with 4 Practice Tests,Expand your C++ expertise with 60 advanced practice questions and sharpen your logical reasoning skills.,3.6,"Instructor:
ProTech Ed",,,,E£629.99,,,E£849.99
Unreal Engine Blueprint Design Patterns: Code to Blueprints,An Unreal Engine Guide,4.0,"Instructor:
Sonicworkflow LLC",s5,78,All Levels,E£229.99,,,E£319.99
Make a game with Procedural Backgrounds in UE4,Create a game with procedural backgrounds using Unreal Engine 4 Blueprints,4.5,"Instructor:
Marius Cornelius",s3,12,Beginner,E£229.99,,,E£319.99
C to Learn Programming Technique : C to Master Skills,"C is to Develop Programming Technique and to Master in C , all the basic concepts of C , SCRATCH to DATA STRUCTURE",4.1,"Instructor:
Sandeep Thakur",s17,153,Beginner,E£229.99,,,E£319.99
Practice Exams for Red Hat RHCE Certified Engineer - RHEL8,Exams are NOT affiliated with official RHEL8 / Red Hat team and are for your own practice.,4.0,"Instructor:
Gavin C",,,,E£229.99,,,E£319.99
SQL Query Writing for Beginners,Learn SQL in a Magical Way (with Cinderella and Fairy Tales),4.4,"Instructor:
Karen C",s3,28,Beginner,E£199.99,,,E£269.99
American Sign Language Conversation - Level 1,It’s time to learn hundreds of useful sentences the easy way! - Suitable for Hearing & Deaf students,4.3,"Instructor:
C. Abi Rached",s2,60,Beginner,E£199.99,,,E£269.99
Learn Apex 20% and Code 80% - Salesforce coding made Easy,Don't reach out to a developer for help. It's time for Salesforce Admins to enter the Developer world.,4.2,"Instructor:
Sandeep C",6.5,34,Beginner,E£199.99,,,E£269.99
Learn NxtGen Ethical Hacking with Technology,Learn Ethical Hacking... Solution for Wireless and System Hacking in SHORT TIME.. 100% Practical,4.0,"Instructor:
Gopikrishna C",s9,80,All Levels,E£199.99,,,E£269.99
Beginning Arduino Uno Programming in C++,Get started using Arduino APIs with Illustrative Examples,3.7,"Instructor:
Mustafa Qamaruddin",2.5,26,Beginner,E£199.99,,,E£269.99
C# Programming: Start Coding in C#. Complete C# Programming,C# Programming: Learn the basics of C# programming with this complete C# programming course. C# programming from A-Z,3.5,"Instructor:
Zeeshan: C# Programming",3.5,50,Beginner,E£229.99,,,E£319.99
C# 11 Unleashed: A Comprehensive Guide to New Features,Learn the latest stuff about your favorite programming language and framework,4.4,"Instructor:
Christophe MOMMER | C# - .NET - Azure DevOps | MVP",1.5,22,Beginner,E£629.99,,New,E£849.99
Blender 3D Architecture Designing Course Beginner to Pro,Learn how to create Stunning 3D Architectural Designs in Blender 2.8 series,4.5,"Instructor:
Sixon C Sunny",s6,28,All Levels,E£579.99,,,E£779.99
Foundations in Yoga Anatomy:2 Muscle Physiology and Function,The Structure and Function of Muscle & Connective Tissue: A primer for learning the Muscular System,4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",8.5,27,Intermediate,E£199.99,,,E£269.99
Basic Beginners Beauty Therapy Course,Learn the basic knowledge and skills of being a beauty therapist.,4.3,"Instructor:
Aimée C",1.5,16,Beginner,E£199.99,,,E£269.99
THE 8 FACTORS: Gain Clarity & Grow Your Business,"Learn a proven system used to start, manage and grow business, fast. Get MBA knowledge without the expensive price tag.",4.8,"Instructor:
Michael C. Bush",10.5,28,All Levels,E£229.99,,,E£319.99
C Programming In-Depth For Beginners - Interview Perspective,"C Programming leads to many career opportunities,C being baby step to learn other languages,C 25hrs InterviewPerspective",3.5,"Instructor:
Sonali Shrivastava",25.5,66,Beginner,E£229.99,,,E£319.99
C - A 3-Step Process to Master C for Beginners + Coding Tips,"Learn C like a Professional! Start from the basics and go all the way to creating your own C programs, apps and games!",4.1,"Instructor:
Dr. Chris Mall • 35,000+ Students Worldwide",4.5,49,All Levels,E£229.99,,,E£319.99
Applied Yoga Anatomy: 101 The Language of Anatomy & Movement,Yoga Alliance Continuing Education Course,4.7,"Instructor:
Laura Goellner E-RYT, C-IAYT",6.5,47,Beginner,E£199.99,,,E£269.99
Marketing Funnel Fundamentals for Small Businesses,Learn the fundamentals of marketing funnel and implement it in your business,4.2,"Instructor:
Vivien C",1.5,26,Beginner,E£199.99,,,E£269.99
American Sign Language Conversation - Level 2,It’s time to learn hundreds of useful sentences the easy way! - Suitable for Hearing & Deaf students,4.3,"Instructor:
C. Abi Rached",1.5,58,Intermediate,E£199.99,,,E£269.99
CAPM Renewal: Classic Project Management // 14 PDUs,CAPM Certification Renewal: Learn How to Manage Traditional Projects and Earn 14 PDUs to Renew Your CAPM Certification!,4.8,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",13.5,200,All Levels,E£199.99,,new,E£269.99
Endometriosis Natural Healing and Self-Help,"Endometriosis Natural Treatments, Natural Cures & Symptoms Relief",4.6,"Instructor:
Miranda C.",1.5,28,All Levels,E£199.99,,,E£269.99
Preparing for the WELL AP Exam,WELL AP Practice Questions,4.9,"Instructor:
Sheryl Owen | LEED AP BD+C | WELL AP | CPHC",,,,E£419.99,,,
Kundalini Yoga 102: Yoga of the Householder,Yoga Alliance Continuing Education Course,4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",s6,30,Intermediate,E£199.99,,,E£269.99
90 Days To Freedom Business Training Programme,If you think it's about starting a business you're missing the point. It's about creating a life of Freedom!,4.7,"Instructor:
Amanda C. Watts",s6,50,All Levels,Free,,,E£269.99
C Language tricky Questions (Company specific),Concepts in C,3.8,"Instructor:
shravan Kumar Manthri",s5,30,All Levels,E£199.99,,,E£269.99
C# & .Net used effectively in day to day work- includes LINQ,"JSON.NET, I/O, Strings, LINQ and other often used classes and concepts will be teached in this course",4.4,"Instructor:
Timo | C# Development | .NET | DevOps",3.5,65,Intermediate,E£199.99,,,E£269.99
Public Speaking for Business and Education,Learn how to deliver clear and consistent messages when speaking in public.,3.2,"Instructor:
Annie C",1.5,25,All Levels,E£199.99,,,E£269.99
Sharpen Your C++ Skills with 4 Challenging Practice Tests,C++ Proficiency Enhancement: Strengthen Your Competence with 4 Challenging Practice Tests,4.2,"Instructor:
ProTech Ed",,,,E£629.99,,,E£849.99
AMERICAN SIGN LANGUAGE LEVEL 2,"A whole new look & easy, clear way to follow & learn. Loads of exercises to practice on - Suitable for Hearing & Deaf le",3.9,"Instructor:
C. Abi Rached",s2,64,Intermediate,E£199.99,,new,E£269.99
Build YOUR Successful Meditation Practice,Learn the SKILLS needed to overcome Challenges & create a Meditation Practice you ENJOY!,5.0,"Instructor:
Laura Goellner E-RYT, C-IAYT",7.5,60,Beginner,E£199.99,,,E£269.99
Learn How to Make Chocolate Truffles,"Including strawberry lemon, milk chocolate lavender honey and dark chocolate mocha truffles!",4.6,"Instructors:
Doug C, ROBERT KINGSBURY",1.5,12,All Levels,E£229.99,,,E£319.99
Fusion 360 to Unreal Engine - pipeline,Learn the skills to get you a Job!,4.5,"Instructor:
Kendale Jones",5.5,41,All Levels,E£199.99,,,E£269.99
Modern Standard Arabic - boost your conversation skills,Your tongue will speak Arabic fluently!,4.8,"Instructor:
Fadi G. C.",5.5,53,Intermediate,E£199.99,,,E£269.99
Success vs Failure - Attitude matters (increase your focus),"Attitude building, four types of attitude, 5 ways to tackle attitudinal problems, develop positive attitude for success.",4.4,"Instructor:
Rajesh C R (Productivity Coach)",s1,12,All Levels,E£229.99,,,E£319.99
Tools and Strategies to Pay Off Student Loan Debt Quickly,Learn how student loan debt works and how to pay it off fast!,5.0,"Instructor:
Cameron C Moore",s1,26,All Levels,E£199.99,,,E£269.99
AMERICAN SIGN LANGUAGE LEVEL 1,"Learn ASL the easy way - New look, Clear & easy to learn. Suitable for Hearing & Deaf students",4.5,"Instructor:
C. Abi Rached",s2,57,Beginner,E£229.99,,New,E£319.99
Beginner's Course on Becoming a Remote Translator,Learn to work as a professional translator with your bilingual skills.,3.9,"Instructor:
Vivien C",1.5,22,Beginner,E£229.99,,,E£319.99
Mastering C++: Enhance Coding Prowess with Practice Exams,Strengthen your C++ skills with 60 practice questions and enhance your logical reasoning abilities.,4.2,"Instructor:
ProTech Ed",,,,E£629.99,,,E£849.99
Drones: Step by step to build and fly a racing quadcopter.,"Learn to build and fly a racing quadcopter from scratch, with accessible cost components and equipment.",3.6,"Instructor:
Silvio A C Gollega Jr",6.5,47,All Levels,E£199.99,,,E£269.99
The Complete 2020 Unreal Masterclass: Build 2D and 3D Games,Learn video game development and how to build impressive games from scratch with the Unreal Engine,4.2,"Instructors:
Mammoth Interactive, John Bura",18.5,114,Beginner,E£199.99,,,E£269.99
"Understanding Feasts, Festivals and Holy Days in the Bible","Your Guide to Knowing the ""Holy Days"" of the Bible",4.8,"Instructor:
Andy C Lewter",1.5,12,All Levels,E£199.99,,,E£269.99
Simple Sicilian Cooking with Nonna Grace: Sarde a Beccafico,Digest the island of Sicily; drink up some Italian phrases and learn to love sardines with this simple Sicilian recipe!,4.8,"Instructor:
Anna C.",s1,14,All Levels,E£199.99,,,E£269.99
"Intensive Ho'oponopono Workshop + 7,000 students enrolled!",Course developed by the best-selling author of a Ho'oponopono book - Multiple bonuses included!,4.6,"Instructor:
Dr Bruno R. PhD C",1.5,23,All Levels,E£199.99,,,E£269.99
Complete Guide to a visual management of CI for SQDCM,"Continuous Improvement of Key Performance Indicator for Safety, Quality, Delivery, Cost, Morale and problem solving",4.4,"Instructor:
Joseph C Nguyen",s2,24,Beginner,E£199.99,,,E£269.99
Radiographic (X-RAY) Positioning Made Easy: UPPER EXTREMITY.,"Learn How to Position a Patient for X-ray of different parts of UPPER EXTREMITY: Hand, Wrist, Elbow, Shoulder ...",4.8,"Instructor:
Jonas C. Okonkwo BSc (Hons)",1.5,13,Beginner,E£199.99,,,E£269.99
Advanced Texturing / Mesh Painting for Games in Unreal,Learn how to paint directly on your game assets in-engine and in real-time with UDK's Mesh Painting tools!,4.4,"Instructor:
3dmotive LLC",3.5,21,Expert,E£199.99,,,E£269.99
Amazon SageMaker & Machine Learning in the Cloud,Applied Machine Learning with a 360-degree view of Amazon SageMaker & AI Applications in AWS,4.8,"Instructor:
Gokul C Prabhakar",,,,E£199.99,,,E£269.99
Master Job Interview Skills - Best Answers to All Questions,"Complete guide for all common job interview questions and answers, get your dream job, improve your English speaking",4.5,"Instructor:
Trish C.",s1,39,All Levels,E£229.99,,,E£319.99
Wireless Hacking - Offensive,All you will come to know is about Wireless Hacking and Cracking in SHORT TIME,4.1,"Instructor:
Gopikrishna C",s5,50,All Levels,E£229.99,,,E£319.99
EKG Technician Certification Exam Review,A comprehensive review for the EKG Technician Exam or for those just wanting a refresher in the basics of EKG,4.7,"Instructor:
Dale James ""Jamie"" Bingham PA-C, MPAS, MPH, NREMT-P",s2,15,Beginner,E£199.99,,,E£269.99
Divisional Charts for Accurate Prediction-Untaught Astrology,The secret roots of Indian Vedic Astrology can be found here.,4.1,"Instructor:
Mohan Raj C",2.5,38,All Levels,E£199.99,,,E£269.99
Know Your Worth: Set Boundaries With Self-Confidence,"Guided self-reflection to help you increase self-worth, raising your standards, and set healthy boundaries",5.0,"Instructor:
Rena C",w1,18,Beginner,E£199.99,,,E£269.99
Back to the Futures: Futures Trading 101,Unlock the Futures Markets,4.1,"Instructors:
Andrew Barracosa, Tom Starke, Qian C. Zhu",s1,19,All Levels,E£199.99,,,E£269.99
AMERICAN SIGN LANGUAGE LEVEL 3,"A whole new look & easy, clear way to follow & learn. Loads of exercises to practice on - Suitable for Hearing & Deaf le",4.1,"Instructor:
C. Abi Rached",s2,55,Intermediate,E£199.99,,new,E£269.99
Practice Exams Red Hat RHCSA Certified System Administrator,Exams are NOT affiliated with official RHEL8 / Red Hat team and are for your own practice.,4.1,"Instructor:
Gavin C",,,,E£199.99,,,E£269.99
Krita for Beginners,Create Easy Cat Illustration Using Krita,4.4,"Instructor:
Rena C",1.5,15,Beginner,E£199.99,,,E£269.99
The Art of Zapping Bugs - C# Debugging with Visual Studio,Strategic C# Debugging with Visual Studio,3.9,"Instructor:
Patrick C. Cook",s3,18,All Levels,E£199.99,,,E£269.99
"Economics, Energy, and Inflation",Understanding the present economic situation,4.5,"Instructor:
Reynolds C. Jones",2.5,11,Beginner,E£199.99,,,E£269.99
Docker essentials for .Net Developers - Get started quickly,"As .Net developer, learn everything about Dockerfiles, Images, Containers and advanced topics like docker-compose",3.8,"Instructor:
Timo | C# Development | .NET | DevOps",s2,36,Beginner,E£199.99,,,E£269.99
Complete Introduction to Unreal 4,Unlock one of the industry's most popular and powerful game engines available as you explore UE4 inside and out!,4.0,"Instructor:
3dmotive LLC",4.5,43,Beginner,E£199.99,,,E£269.99
Clinical Data Management: An overview,Get introduced to the basic principles of clinical data management & learn how to manage clinical data,3.6,"Instructor:
Sri C",s2,24,Beginner,E£199.99,,,E£269.99
How To Become A Naturopathic Doctor,Step-by-step guide to gaining admission and becoming a successful Naturopathic Doctor,4.4,"Instructor:
C Habib",s2,10,All Levels,E£199.99,,,E£269.99
2 Paths to Leadership Success: Addition or Subtraction,The Contrarian Path to Success is shaped by leadership's lessons learned from past experienc--NASA Case Study,4.4,"Instructor:
Elizabeth C. Pagé",s3,71,All Levels,E£199.99,,,E£269.99
CCIE Security 6 practice test,Test your skills before taking the CCIE Security v6.0 exam,4.6,"Instructor:
dr Jonas Birch, C programming ninja",,,,E£579.99,,,E£779.99
Entity Framework core: SQL Data Access with C# & .Net,"Master Code & Db First Approach, Query API, Migrations & all Concepts of Entity Framework core with C# & .Net",3.6,"Instructor:
Timo | C# Development | .NET | DevOps",s5,57,Beginner,E£199.99,,,E£269.99
Fundamentals of Business Finance,"A comprehensive course including Business Fundamentals, Financial Statements, Cost Sheet and Behavioral Finance",4.3,"Instructor:
Prof. C Arun Kumar",3.5,40,All Levels,E£229.99,,,E£319.99
Splunk October 2022 Practice Questions - Fundamentals 1&2,Splunk Core and User Certified Practice Tests! (Fun 1 and Fun 2),3.7,"Instructor:
Alexis C",,,,E£199.99,,,E£269.99
Pontius Pilate,The Man Who Put Jesus to Death (The Enforcer),4.9,"Instructor:
Andy C Lewter",s1,6,All Levels,E£199.99,,,E£269.99
Construction Management: Construction Claims 101 (2 PDUs),Learn the basics of construction claims and delay analysis. Learn the claims procedure in Fidic contracts (1st and 2nd),3.8,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",2.5,18,Beginner,E£519.99,,,E£679.99
Business process mapping / modelling - the complete course!,Wonder how would you create your own business model? Join us and learn,3.9,"Instructor:
Fadi G. C.",3.5,31,All Levels,E£199.99,,,E£269.99
How We Got the Bible,From Ancient Origins to Modern Translations,4.8,"Instructor:
Andy C Lewter",s1,17,All Levels,E£199.99,,,E£269.99
C Programming for Beginners,Go from having zero experience in programming to being an expert programmer in this course! *NO EXPERIENCE NECESSARY*,4.0,"Instructor:
A. O",s1,27,Beginner,E£199.99,,,E£269.99
CAPM Certification: Detailed CAPM Math for CAPM Exam_5 PDUs,CAPM Exam Prep: Learn all of the MATH concepts needed to pass the CAPM exam! Worth 5 PDUs!,4.2,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",4.5,42,All Levels,E£199.99,,,E£269.99
Prediction of Human Death by Secret Vedic Astrology Methods,Secret methods that no one has ever said....! (Introductory Course to Ayurdhayam),4.0,"Instructor:
Mohan Raj C",s1,10,Intermediate,E£199.99,,,E£269.99
Growing Your Future: Financial Investment Tips for Women,Learn the basics of the stock market and change your financial future.,4.1,"Instructor:
C L Edmonds",,22,Beginner,E£229.99,,,E£319.99
