Course Name,Description,Rate,Instructor,Total Hours,lectures,Level,Price,Number Of Rated Users,Bestseller,Original Price
"""Anatomy of Yoga"" 2: Teacher Training Workshop Series",Injury Prevention and How Yoga interacts with the Body's Organ Systems,4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",10.5,41,Intermediate,E£749.99,,,E£999.99
C_ARSOR_2208 | SAP Certified Ariba Sourcing Practice Tests,C_ARSOR_2208,4.4,"Instructor:
Antony Dao",,,,E£199.99,,,E£269.99
SAP S/4HANA Sourcing & Procurement (C_TS450_1809) Tests,Pass the C_TS450_1809 Certification Exam and become an SAP Certified Application Associate (+115 Verified Questions),0.0,"Instructor:
IT Pathways",,,,E£199.99,,,E£269.99
A.C.E that cold call and S.C.O.R.E that meeting,How to Close a Sale in 10 mins?,4.3,"Instructor:
Sales Monk",s1,14,All Levels,E£199.99,,,E£269.99
Hands-On ZYNQ: Mastering AXI4 Bus Protocol,Create Verilog and C codes for implementing the AXI4 bus protocol on ZYNQ FPGA,4.7,"Instructor:
Erwin Setiawan",3.5,20,All Levels,E£449.99,,,E£599.99
"Complete Practice tests, Flashcards | LEED AP BD+C",6 Full LEED AP Practice Tests (600 questions) with extended explanation,4.6,"Instructor:
Shadi AbouSamra",,,,E£479.99,,,
#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,Learn how to play piano runs in rhythm feel in 2 Beats. Learn Rosa's Secret Tips coordinating both hands to play runs,3.0,"Instructor:
Rosa Suen",s1,45,Intermediate,E£199.99,,,E£269.99
Turkish Language Course - A2,Learn Turkish from a Native & Experienced Turkish Teacher ( 37 top quality video lessons ),5.0,"Instructor:
A. C. YILMAZ",7.5,37,Intermediate,E£579.99,,,E£779.99
C# data access: from ADO.NET to EF and Dapper,"Learn basics of SQL Access with ADO.NET, Dapper, Entity Framework. NoSQL with Mongo and Redis. Also: DAL patterns",3.6,"Instructor:
Timo | C# Development | .NET | DevOps",s3,52,Beginner,E£269.99,,,E£349.99
SAP HANA C_HANAIMP_1 Certified Application Associate Exam,150+ Unique Questions and Answers in SAP HANA C_HANAIMP_1 Application Associate Practice Exam,0.0,"Instructor:
Go Certify",,,,E£199.99,,,E£269.99
PMP Renewal-14 PDUs for PMP: Basic Project Management Math,PMP Certification Renewal: Earn 14 PDUs to Renew Your PMP Certification. Learn Basic Project Management Math Concepts.,4.5,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",s14,90,All Levels,E£749.99,,new,E£999.99
C# & .Net used effectively in day to day work- includes LINQ,"JSON.NET, I/O, Strings, LINQ and other often used classes and concepts will be teached in this course",4.4,"Instructor:
Timo | C# Development | .NET | DevOps",3.5,65,Intermediate,E£199.99,,,E£269.99
Objective C for iPhone-iPad App Programming,Learn how to write apps for iPhone and iPad apps with Objective-C.,2.7,"Instructor:
my bringback",2.5,26,All Levels,E£199.99,,,E£269.99
C_SAC_2215 | SAP Analytics Cloud Practice Exam,Comprehensive Course For C_SAC_2208 | SAP Analytics Cloud Practice Exam,3.6,"Instructor:
Ramesh Vairavan",,,,E£199.99,,,E£269.99
C_TS452_2021 | SAP S/4HANA Sourcing and Procurement Exam,Comprehensive Course For SAP S/4HANA Sourcing and Procurement Certification Exam,3.0,"Instructor:
Ramesh Vairavan",,,,E£199.99,,,E£269.99
Learn Arduino Programming,Learn C programming on the Arduino platform not just plugging wires in and copying code samples.,4.5,"Instructor:
Tom Jay",2.5,13,Beginner,E£199.99,,,E£269.99
C_TS4FI_SAP Certified Application Associate - S/4 Financials,C_TS4FI_2021 SAP Certified Application Associate - SAP S/4HANA for Financial Accounting Associates (SAP S/4HANA 2021),3.5,"Instructor:
K. Chandra Shekar",,,,E£199.99,,,E£269.99
C_ARP2P_2202 SAP Certified Application Associate - SAP Ariba,C_ARP2P_2202 SAP Certified Application Associate - SAP Ariba Procurement,4.8,"Instructor:
K. Chandra Shekar",,,,E£199.99,,,E£269.99
C_ACTIVATE13 SAP Activate Project Manager Certification Test,Guarantee to pass the C_ACTIVATE13 exam in first attempt (latest Q & A),3.1,"Instructor:
STAERP Learning",,,,E£199.99,,,E£269.99
IELTS SPEAKING PART 3 (How To Achieve A Band 7+ in 3 hours),Pass Your Test The First Time,5.0,"Instructor:
Christian C C",3.5,6,Intermediate,E£199.99,,,E£269.99
C_S4EWM_2020 SAP Certified Application Associate - EWM HANA,C_S4EWM_2020 SAP Certified Application Associate - Extended Warehouse Management with SAP S/4HANA,3.8,"Instructor:
K. Chandra Shekar",,,,E£199.99,,,E£269.99
#11 Hand Coordination - Flowing Ballad 9 - Because He Lives,Use Transfer Chord Technique for Easy Hand Coordination - Play Because He Lives in C Key & Bb Key with Flowing Ballad 9,4.5,"Instructor:
Rosa Suen",s1,35,Intermediate,E£219.99,,,E£319.99
Data Structures and Algorithms (DSA) MCQ/Interview Questions,Data Structures and Algorithms (DSA) MCQ Interview Questions DSA Independent of using in C C++ Python Java JavaScript C#,3.5,"Instructor:
Suresh Kumar Srivastava",,,,E£229.99,,,E£319.99
C# in 3 Hours: C# Programming Tutorial for Beginners,C# in 3 Hours. C#Made Easy. No Previous Experience Required. Ultimate Guide to C#. Master C# Programming.,4.4,"Instructor:
Ajay Warrier",s3,34,Beginner,E£199.99,,,E£269.99
Learn to build educational apps in XCode 6 with Swift and C,"Learn how to build fantastic education apps and upload them to the app store. ",4.1,"Instructor:
John Bura",7.5,190,All Levels,E£199.99,,,E£269.99
Asset Protection for Foreign Currency Investors,Schedule C Wealth Building and Protection,4.4,"Instructor:
Sandy Ingram",,9,Beginner,E£199.99,,,E£269.99
Basic Fundamentals of AC Circuit Analysis,"Eelectrical sinusoidal waveforms, vectors & phasors, reactance & impedance of R,L,C circuits.",4.8,"Instructor:
Graham Van Brunt P. Eng., B.Sc.",s3,6,Intermediate,E£199.99,,,E£269.99
C_FSUTIL_60 : SAP Certified Associate - Utilities with ERP 6,100% Guarantee to Pass the exam for SAP Certified Associate - Utilities with ERP 6,3.5,"Instructor:
Ritesh Agrawal",,,,E£579.99,,,E£779.99
C_IBP_2208 | SAP Certified IBP for Supply Chain Exam,Comprehensive Course For C_IBP_2208 | SAP Certified IBP for Supply Chain Exam,3.8,"Instructor:
Ramesh Vairavan",,,,E£549.99,,,E£729.99
SAP HANA Certification C_HANATEC_12 exam - Be Hana Certified,200+ Super SAP HANA Technical practice exam which will assess your preparation on HANA Certification,4.2,"Instructor:
Asaduzzaman Khandokar",,,,E£229.99,,,
C_MDG_1909 SAP Certified Application Associate - MDG,C_MDG_1909 SAP Certified Application Associate - Master Data Governance,3.2,"Instructor:
K. Chandra Shekar",,,,E£199.99,,,E£269.99
Medicare 101 Journey Masterclass,"Understanding Medicare Parts A,B,C & D. Medigap and Medicare Advantage, enrollment periods& common mistakes",4.5,"Instructor:
Tammie D'Allura, CPCU, CIC",s2,11,Beginner,E£199.99,,,E£269.99
C_C4H420_13 - SAP CPQ Implementation | Exam Questions,90+ Exam Questions to Prepare for Certification Exam SAP Certified Application Associate - SAP CPQ Implementation,4.2,"Instructor:
Cert PREP",,,,E£199.99,,,E£269.99
C_S4HDEV1909 Practice Test: SAP S/4HANA Programming Mastery,Prepare for the C_S4HDEV1909 Certification Exam with Hands-On Exercises and Realistic Test Scenarios,4.6,"Instructor:
POORNA N",,,,E£199.99,,,E£269.99
C_HANATEC_18 - SAP HANA 2.0 SPS06 Exam Practice,"Latest Practice Test Questions of SAP HANA 2.0 SPS06 (93 updated 2023 questions, not old and obsolete questions)",3.6,"Instructor:
SAP Exams Practice",,,,E£199.99,,,E£269.99
C_S4FTR_2021 | SAP Treasury with SAP S/4HANA Practice Test,Comprehensive Course For Treasury with SAP S/4HANA (SAP S/4HANA 2021),3.9,"Instructor:
Ramesh Vairavan",,,,E£349.99,,,E£479.99
SAP HANA C_HCADM Cloud Provisioning and Admin Q/A,SAP Certified Technology Associate - SAP HANA Cloud Provisioning and Administration- C_HCADM Practice Exam,4.4,"Instructor:
Fadi Anani",,,,E£229.99,,,
C_S4CMA_2302 SAP S/4HANA Cloud Manufacturing Certification,Achieving Excellence in SAP S/4HANA Cloud Manufacturing through Best Practices,2.9,"Instructor:
POORNA N",,,,E£199.99,,,E£269.99
SAP Activate Manager C_ACTIVATE12 Material & Mock Tests,C_ACTIVATE12 Complete material and mock tests for SAP Activate Project Manager certification exam,3.3,"Instructor:
Sreenivas Indireddy",,,,E£199.99,,,E£269.99
SAP Ariba Cloud Integration Gateway -C_ARCIG_2102,SAP Ariba Cloud Integration Gateway -C_ARCIG_2102,4.6,"Instructor:
Saravanan Natarajan",,,,E£199.99,,,E£269.99
Mastering SAP Analytics Cloud: Practice Test for C_SAC_2302,Boost Your Confidence and Pass the C_SAC_2302 Exam with Our Comprehensive Practice Test,4.6,"Instructor:
POORNA N",,,,E£349.99,,,E£479.99
The Art of Zapping Bugs - C# Debugging with Visual Studio,Strategic C# Debugging with Visual Studio,3.9,"Instructor:
Patrick C. Cook",s3,18,All Levels,E£199.99,,,E£269.99
The Infrared Photography Masterclass,Create Unique and Memorable Photographs with Digital Infrared Photography,4.4,"Instructor:
Patrick C. Cook",7.5,37,All Levels,E£199.99,,,E£269.99
C_ACTIVATE13 - SAP Activate Project Manager | Exam Questions,170+ Exam Questions to Prepare for the Certification Exam SAP Certified Associate – SAP Activate Project Manager,4.7,"Instructor:
Cert PREP",,,,E£199.99,,,E£269.99
Deep dive Sonar Cloud & integration with Azure DevOps,"Tools: IAR Compiler, Azure DevOps, Sonar cloud, Programming language is Embedded C, YAML file, Static code analysis",4.1,"Instructor:
Nagarathna T",s4,55,All Levels,E£199.99,,,E£269.99
SAP HANA DB Administration Practice Questions C_HANATEC_17,SAP HANA DB Administration Practice Tests C_HANATEC_17,5.0,"Instructor:
DVRAO SAP Basis",,,,E£199.99,,,E£269.99
C_ACTIVATE13 | SAP Activate Project Manager Practice Exam,Comprehensive Course For SAP Activate Project Manager Latest Certification Exam,4.1,"Instructor:
Ramesh Vairavan",,,,E£199.99,,,E£269.99
SAP TM 9.5 C_TM_95 certification Practice test,SAP Certified Associate - SAP TM - SAP Transportation Management Certification - Practice Test and Interview questions,3.4,"Instructor:
SAP Mock Tests",,,,E£229.99,,,E£319.99
SAP BW/4HANA CERTIFICATION TEST Based on C_BW4HANA_14/20,"SAP Certified Application Associate - Reporting, Modeling and Data Acquisition with SAP BW/4HANA 2.x",3.5,"Instructor:
Adrian Pereira",,,,E£199.99,,,E£269.99
GitHub for XCode (Swift/Objective-C) create a beautiful app,GitHub for XCode learn how to create a beautiful app coding collaborating in the cloud. Working solo or in colaboration,4.3,"Instructor:
Icaro Lavrador",2.5,26,All Levels,E£199.99,,,E£269.99
Chinese Intermediate 2 - Everything in HSK 4 (Course C),A communication focused intermediate Mandarin Chinese course for students looking to take HSK 4 proficiency test.,5.0,"Instructor:
Winkie Wong",4.5,76,Intermediate,E£199.99,,,E£269.99
MamaShakti C-Section Recovery Course,A guide to mindfully help you heal your body in your first 6 months of postpartum c-section recovery.,5.0,"Instructor:
Jessica Freedman",s5,27,All Levels,Free,,,
Your Official Breakdance Fundamentals Course,Toprock - Footwork - Freezes - Powermoves (Master the Basics in 30 Days or Learn at Your Own Pace!),4.5,"Instructor:
Henrae C",8.5,107,Beginner,Free,,,E£319.99
The Complete Arduino and Electronics Masterclass,"Learn Basics of Electronics, Sensors, and Arduino C/C++ Programming and Create Awesome projects",4.3,"Instructor:
Ashwin Pajankar • 85,000+ Students Worldwide",s7,75,Beginner,E£199.99,,,E£269.99
SAP Certified Application Associate - C_TB1200_10 (updated),SAP Business One Release 10.0 (500 Questions with their Answers in Total - 80 Past Exam Questions),3.8,"Instructor:
Georgios Kostopoulos",,10,All Levels,E£269.99,,,E£349.99
(6) MR_ Material & Resources of LEED BD+C v4,provided by He-Kui Sustainability Matters,5.0,"Instructor:
Ming-Feng Nian",s1,12,All Levels,E£199.99,,,E£269.99
American Sign Language Conversation - Level 1,It’s time to learn hundreds of useful sentences the easy way! - Suitable for Hearing & Deaf students,4.3,"Instructor:
C. Abi Rached",s2,60,Beginner,E£199.99,,,E£269.99
C_TS422_2020 SAP Certified Application Associate -S/4HANA PP,C_TS422_2020 SAP Certified Application Associate - SAP S/4HANA Production Planning,3.5,"Instructor:
K. Chandra Shekar",,,,E£199.99,,,E£269.99
Become a fashion buyer - learn the essentials,"Learn the essential tasks of a fashion buyer and skills required to secure your first role! ",4.6,"Instructor:
Diane C",s3,28,Beginner,E£229.99,,,E£319.99
Arduino Programming for Absolute Beginners,Learn about the hardware components of Arduino UNO and how to program it using C/C++,3.6,"Instructor:
Sujithkumar MA",4.5,51,Beginner,E£229.99,,,E£319.99
Arduino Programming for Absolute Beginners,Learn about the hardware components of Arduino UNO and how to program it using C/C++,3.6,"Instructor:
Sujithkumar MA",4.5,51,Beginner,E£229.99,,,E£319.99
C_THR12_67 | SAP HCM ERP 6.0 EhP7 Practice Test,Pass your SAP HCM ERP Exam by taking this Question & Answer Series,4.8,"Instructor:
Ikram Uddin",,,,E£199.99,,,E£269.99
Learn Stage Analysis - Stock Trading & Investing Method,Introduction to Trading & Investing in Stocks With the Stage Analysis Method – Made Famous by Stan Weinstein’s Book,4.6,"Instructor:
David C",3.5,9,All Levels,E£449.99,,,E£599.99
Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,"Play Songs by Ear in the Singing Key Range (C, D, F, G, Bb, Db), so that people sing along in parties. Learn 12 Keys.",4.5,"Instructor:
Rosa Suen",2.5,110,All Levels,E£229.99,,,E£319.99
A.B.C.D Apache Airflow 2.x on AWS - EKS | Minikube | Helm,Any Body Can Deploy Airflow. Be it Local Development or Production Deployment on AWS - EKS. It's as simple as it can be.,5.0,"Instructor:
Faizan Qazi",s3,20,Beginner,E£449.99,,,
Embedded Systems. STM32 Interrupt-Driven NEC decoder,"STM32, ARM Cortex-M4, GPIO, EXTI, Timers, RCC, NVIC, Embedded C, Makefile, STM32F4Discovery, NEC protocol, Interrupts",4.6,"Instructor:
Tymofii Chashurin",s1,20,All Levels,E£199.99,,,E£269.99
Certified Web Application Security Tester (C-WAST),"webportal security, webportal testing, webportal design, web apps security, ethical hacking, webportal hacking",4.4,"Instructor:
Cyber Security & Privacy Foundation Pte Ltd",s4,35,Intermediate,E£199.99,,,E£269.99
SAP Activate Project Manager C_Activate13 Certification Test,"New Latest 2023. Only Course w/ Topic Area Tests, Explanation, Resources, Tips & Tricks. C_ACTIVATE13",3.4,"Instructor:
Zoom Technologies",,,,E£199.99,,New,E£269.99
C_TERP10_67 | SAP Business Foundation Integration ERP Test,Pass your SAP Business Foundation and Integration Exam by using Question & Answer Series,4.0,"Instructor:
Ikram Uddin",,,,E£199.99,,,E£269.99
C_BOWI_42 | SAP BusinessObjects WebIntelligence 4.2 Test,Pass your SAP BusinessObjects Web Intelligence 4.2 Exam by taking this Question & Answer Series,4.2,"Instructor:
Ikram Uddin",,,,E£199.99,,,E£269.99
Master the Comma,"Save Face, Time, and Money",4.3,"Instructor:
Nicole C. Ayers",2.5,51,All Levels,E£199.99,,,E£269.99
C_TPLM40_65 | SAP Quality Management ERP 6.0 EHP5 Test,Pass your SAP Quality Management Exam by using this Question & Answer Series,5.0,"Instructor:
Ikram Uddin",,,,E£199.99,,,E£269.99
C_TADM70_21 | SAP OS/DB Migration for SAP NetWeaver Exam,Comprehensive Course For SAP OS/DB Migration for SAP NetWeaver Exam,3.5,"Instructor:
Ramesh Vairavan",,,,E£199.99,,,E£269.99
The Ultimate Timeshare Cancellation Course (ON SALE),"Your Journey, Our Expertise (For U.S., Mexico, and Caribbean Islands - All Timeshares)",4.8,"Instructor:
Wayne C. Robinson",s2,37,All Levels,E£719.99,,,
C_S4FCF_2020 Central Finance in SAP S/4HANA Practice Test,{C_S4FCF_2020} SAP Certified Application Associate - Central Finance in SAP S/4HANA,3.9,"Instructor:
STAERP Learning",,,,E£199.99,,,E£269.99
Introduction to Fan Veil,Gain confidence in using this prop,5.0,"Instructor:
Kirah C",2.5,36,Beginner,E£199.99,,,E£269.99
Ancient Secrets of Mind & Energy,Metaphysical Education; Unfolding Your True Nature,4.9,"Instructor:
Siobhan C.",3.5,8,All Levels,E£199.99,,,E£599.99
"How to Lead with Ease & Be a Successful CEO, Leader, Manager","Learn Signature Leadership Skills, Be Agile,Lift Performance, Drive Results, Launch Products, Live Up To Your Potential",4.4,"Instructor:
Elizabeth C. Pagé",s3,37,All Levels,E£579.99,,,E£779.99
Exam SAP Certified Technology Associate - SAP HANA 2.0 SPS05,Tests to prepare the certification exam SAP Certified Technology Associate - SAP HANA 2.0 SPS05 C_HANATEC_17,4.2,"Instructor:
Julio Garcia",,,,E£199.99,,,E£269.99
LEED BD+C V4.1- Foundation course - By USGBC Faculty,Full Credit Overview V4.1- Foundation Course - Created by approved USGBC Faculty,3.5,"Instructor:
Hans Weemaes | LEED AP | WELL AP | TRUE | FITWELL",4.5,77,All Levels,E£419.99,,,E£529.99
Embedded system in 5 minutes with SAMD21 Xplained pro,The best way to learn How to program Embedded system using C language for Microchip SAMD21 Xplained pro and Atmel Studio,3.9,"Instructor:
Mohannad Rawashdeh",s1,20,All Levels,E£199.99,,,E£269.99
"Discrete Mathematics for Computer Science in C, Java, Python","Learn Set theory, Relations, Functions, Number Theory, Pemutaions and Combinations, Logic, Graph Theory.",2.4,"Instructor:
Math Kishore Reddy",s4,50,All Levels,E£199.99,,,E£269.99
C_FSUTIL_60 | SAP Associate Utilities ERP 6.0 Practice Test,Pass your SAP Certified Associate Utilities ERP 6.0 Exam by using this Question & Answer Series,4.2,"Instructor:
Ikram Uddin",,,,E£199.99,,,E£269.99
Hands-On Transcription Practice Series - Course C,Like a Transcriptionist Simulator - Created by a 20-Year Active Transcriptionist - 25 Audios and Documents for Proofing,4.6,"Instructor:
Amanda Fichter",,9,All Levels,E£199.99,,,E£269.99
"The Subtle Art of: ""LEED V4 ID+C - Sustainable Interiors""",LEED V4 | Interior Design | Certification | LEED AP | Sustainability | Fit-out | Exam Prep | Green | IEQ | Carbon,4.4,"Instructor:
Hans Weemaes | LEED AP | WELL AP | TRUE | FITWELL",2.5,60,Intermediate,E£749.99,,,E£999.99
Certified Professional Ethical Hacking C)PEH Certification,Certification Prep Course,4.5,"Instructor:
Stone River eLearning",6.5,21,All Levels,E£629.99,,,E£849.99
Rhythm #1: Intro - Turn 8th Note to 16th Note Accompaniment,Learn To Play 16th Note Rhythm Smoothly - DRIVE the song forward with life & vibrancy to a song in C Key & D Key.,4.4,"Instructor:
Rosa Suen",s2,59,Intermediate,E£229.99,,,E£319.99
Nonprofit Startup - How To Start a Nonprofit Business,A Step-By-Step Guide to Starting a 501 (c) 3,4.4,"Instructor:
Code Coach",,13,All Levels,E£199.99,,,E£269.99
Fundmentals in Robot C and VEX Robotics,Everything you need to get started with VEX Robotics,3.5,"Instructors:
Sanjin Dedic, Dawood Laiq",s1,12,Beginner,E£199.99,,,E£269.99
IELTS Speaking Part 2 ( Achieve Band 7+ in under 2 hours ),Pass Your Test The First Time ( Academic & General ),4.7,"Instructor:
Christian C C",s2,5,Intermediate,E£199.99,,,E£269.99
American Sign Language Conversation - Level 2,It’s time to learn hundreds of useful sentences the easy way! - Suitable for Hearing & Deaf students,4.3,"Instructor:
C. Abi Rached",1.5,58,Intermediate,E£199.99,,,E£269.99
C_S4HDEV1909 - SAP Certified Development Associate Questions,"100% Pass Guarantee: SAP Certified Development Associate - Programming in SAP S/4HANA, for SAP NetWeaver ABAP Programmer",4.4,"Instructor:
Rafael Delfino",,,,E£229.99,,,
Play Piano 15: Improvise You Light Up My Life by Ear Chords,Apply 2-5 Power Jazzy chords into the song. Learn to improvise beginning with C Key and escalate to G Key chords by Ear,4.9,"Instructor:
Rosa Suen",1.5,81,Expert,E£199.99,,,E£269.99
SAP Ariba Sourcing C_ARSOR_2308 Practice Tests,SAP Ariba Sourcing Certification Practice Tests! Cover all topics| 170+ unique questions| 100% original,3.8,"Instructor:
L G",,,,E£199.99,,,E£269.99
SAP BRIM EXAM - C_BRIM_2020,SAP Certified Application Associate - SAP Billing and Revenue Innovation Management,3.6,"Instructor:
Neshet Lluka",,,,E£199.99,,,E£269.99
Play Piano 9: Improvise on The Way You Look Tonight Chords,Play and Improvise on chord progression of The Way You look Tonight in C Key & Eb Key. Learn Key Modulation changing key,5.0,"Instructor:
Rosa Suen",1.5,76,All Levels,E£199.99,,,E£269.99
C_CPI_14 | SAP Integration Suite Practice Exam,Comprehensive Course For C_CPI_14 | SAP Integration Suite Practice Certification Exam,2.1,"Instructor:
Ramesh Vairavan",,,,E£199.99,,,E£269.99
Foundations in Yoga Anatomy:2 Muscle Physiology and Function,The Structure and Function of Muscle & Connective Tissue: A primer for learning the Muscular System,4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",8.5,27,Intermediate,E£199.99,,,E£269.99
Italian full pronuntiation course - for all levels(A1 to B1),"Learn how to speak like an Italian! A complete, easy & fun Italian pronuntiation course. Lots of quitz + exercises.",5.0,"Instructor:
Chiara C.",w1,19,All Levels,E£199.99,,,E£269.99
"Astral-Perception ""Remote-Viewing"" - DreamWalkers - C-A6.B",Training to view within the astral plane.,3.7,"Instructors:
Rev. Devan Jesse Byrne, Chandra Sangat",s12,51,Beginner,E£199.99,,,E£269.99
