Course Name,Description,Rate,Instructor,Total Hours,lectures,Level,Number Of Rated Users,Status,Original Price,Price Value,Business Exception,New Price,_Price
Learn JAVA Programming - Beginner to Master,Deep Dive in Core Java programming -Standard Edition. A Practical approach to learn Java. Become a Java Expert,4.6,"Instructor:
Abdul Bari",61.5,333,All Levels,,,"E£1,199.99",849.99,,27.4886766,27.4886766USD
Creating A Chip-8 Emulator In C,Learn to create an emulator for a 1970s machine!,4.7,"Instructor:
Daniel McCarthy",5,17,Intermediate,,,"E£1,199.99",849.99,,27.4886766,27.4886766USD
Advanced C Programming Course,Become a True Master of the C Programming Language - Confidently Apply for Real Time or Embedded C Jobs or contracts!,4.5,"Instructors:
Tim Buchalka's Learn Programming Academy, Jason Fedin",29,174,Intermediate,,,"E£1,199.99",849.99,,27.4886766,27.4886766USD
C Programming Masterclass: Pointers & Advanced C Language,"C Programming Advanced Topics: Pointers, Memory, Low-Level C Language and Embedded C Preparation",4.6,"Instructor:
Vlad Budnitski",41,251,Intermediate,,Bestseller,"E£1,199.99",849.99,,27.4886766,27.4886766USD
"Data Structures & Algorithms, Level-up for Coding Interviews","Master problem solving for Coding Interviews, ace Data Structures & Algorithms by solving over 150 important questions!",4.5,"Instructors:
Prateek Narang, Coding Minutes",30.5,256,All Levels,,,"E£1,199.99",849.99,,27.4886766,27.4886766USD
Learn the Vulkan API with C++,Learn the fundamentals of the popular Vulkan API for modern graphics rendering using C++!,4.7,"Instructor:
Ben Cook",26,32,Intermediate,,Bestseller,"E£1,299.99",999.99,,32.339676600000004,32.339676600000004USD
Pro Unreal Engine Game Coding,The black book on how to survive on the battlefield of real-world C++ game programming,4.3,"Instructor:
Rob Baker",27.5,129,Intermediate,,,"E£1,399.99",999.99,,32.339676600000004,32.339676600000004USD
Unreal Engine 4 C++ The Ultimate Game Developer Course,"Learn how to develop, code and package a complete video game in Unreal Engine",4.5,"Instructor:
Stephen Ulibarri",34.5,100,All Levels,,,"E£1,399.99",999.99,,32.339676600000004,32.339676600000004USD
Backtesting Crypto Trading Strategies with Python & C++ 2022,Use Python and the Power of C++ for High-Performance Backtesting and Optimization of your Trading Strategies,4.6,"Instructor:
Vincent Carmier",8.5,54,All Levels,,,"E£1,299.99",999.99,,32.339676600000004,32.339676600000004USD
Unreal Engine 5: The Complete Beginner's Course,Learn Video Game Development & How To Design a Game From Scratch Using UE5,4.6,"Instructor:
David Nixon",10.5,81,Beginner,,,"E£1,399.99",999.99,,32.339676600000004,32.339676600000004USD
Unreal Engine Blueprint Game Developer,Code Your First Video Game in 100 minutes with Visual Scripting. Created in collaboration with Epic Games.,4.8,"Instructors:
Ben Tristem, GameDev.tv Team",10.5,73,Beginner,,Highest rated,"E£1,399.99",999.99,,32.339676600000004,32.339676600000004USD
Data Structures & Algorithms Essentials using C++ (2023),"Master core computer science concepts by mastering data structures, algorithms & problem solving using C++",4.5,"Instructors:
Prateek Narang, Coding Minutes",28,248,All Levels,,,"E£1,699.99","1,299.99",Business Exception,42.0416766,42.0416766USD
Unreal Engine 4 Mastery: Create Multiplayer Games with C++,Unleash the power of C++ and Blueprint to develop Multiplayer Games with AI in this Epic Games-approved course.,4.7,"Instructors:
Tom Looman, Epic Games",17.5,148,All Levels,,,,"1,599.99",Business Exception,51.7436766,51.7436766USD
