Course Name,Description,Rate,Instructor,Total Hours,lectures,Level,Number Of Rated Users,Status,Original Price,Price Value,Business Exception,New Price,_Price
The Complete Regular Expressions(Regex) Course For Beginners,"Regular Expressions (Regex) for Java,Linux,JavaScript,Python or other languages, with 30 illustrated exercises/examples.",4.6,"Instructor:
Sujith George",3.5,34,Beginner,,Bestseller,E£999.99,749.99,,24.2546766,24.2546766USD
LeetCode in Java: Algorithms Coding Interview Questions,Ace your next coding interview by solving essential coding interview questions and get an offer from big tech company.,4.6,"Instructor:
Md. A. Barik",37.5,128,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
Docker - Hands On for Java Developers,"Get real world, hands-on experience with Docker - deploy a Java Microservice Architecture using Docker and Docker Swarm",4.5,"Instructors:
Richard Chesterwood, Virtual Pair Programmers",8.5,77,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
JSF 2.2 - Java Server Faces for Beginners - Build a DB App,JSF 2.2 - Build a Real JSF Web Application that connects to a Database - Most Popular JSF course,4.6,"Instructor:
Chad Darby",6,55,All Levels,,Bestseller,E£999.99,749.99,,24.2546766,24.2546766USD
Docker in AWS - Deploy Java Spring Boot to AWS Fargate & ECS,"Start Playing with Docker in AWS. Learn AWS ECS and AWS Fargate with Java, Spring Boot and Docker Microservices.",4.7,"Instructors:
in28Minutes Official, Ravi S | DevOps Expert - Docker & Kubernetes",8,88,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
Practical Reactive Streams with Akka and Java,"Learn how to build asynchronous, non-blocking reactive streams with back-pressure - a really practical hands-on course",4.5,"Instructors:
Matt Greencroft, Virtual Pair Programmers",8.5,65,Expert,,,E£999.99,749.99,,24.2546766,24.2546766USD
Data Structures Algorithms in Java – SECRETS to Ace LeetCode,COMPLETE Beginner to Expert Guide to Ace Coding Interview THIS YEAR with DSA in Java EVEN WITH Zero Experience.,4.6,"Instructor:
Prerak Mehta",40.5,96,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
Java Application Performance Tuning and Memory Management,"Discover how coding choices, benchmarking, performance tuning and memory management can optimize your Java applications",4.7,"Instructors:
Matt Greencroft, Virtual Pair Programmers",10,134,Intermediate,,Bestseller,"E£1,199.99",849.99,,27.4886766,27.4886766USD
Devops Tools and AWS for Java Microservice Developers,"Master Docker , Kubernetes, Maven, Jenkins ,GIT , AWS EC2 ,Elastic Beanstalk,ELB,Auto Scaling and more in easy steps",4.6,"Instructor:
Bharath Thippireddy",20.5,288,All Levels,,,"E£1,199.99",849.99,,27.4886766,27.4886766USD
Software Architecture (SOLID) & Design Patterns in Java,"A guide to Create Smart, Reusable Softwares with SOLID Principles and Design Patterns",4.4,"Instructor:
Holczer Balazs",7,89,All Levels,,Bestseller,"E£1,199.99",849.99,,27.4886766,27.4886766USD
Oracle Java Certification - Pass the Associate 1Z0-808 Exam.,This course will help you learn the steps to becoming an Oracle Certified Associate (OCA) and get a higher paying job!,4.5,"Instructors:
Tim Buchalka's Learn Programming Academy, Goran Lochert",20,134,All Levels,,Bestseller,"E£1,199.99",849.99,,27.4886766,27.4886766USD
Java Masterclass - Beginner to Expert Guide: Java & JavaFX,"Building Java FX, Springboot and Vaadin Java Applications. Includes Advanced Java Concepts",4.6,"Instructor:
Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor",30.5,199,All Levels,,,"E£1,199.99",849.99,,27.4886766,27.4886766USD
"Learn Selenium with Java, Cucumber + Live Project","Core Java, Selenium WebDriver, TestNG , Cucumber, Maven, Jenkins, GIT, GitHub, Docker & Frameworks",4.6,"Instructor:
Pavan Kumar",80,63,All Levels,,Bestseller,"E£1,199.99",849.99,,27.4886766,27.4886766USD
Distributed Systems & Cloud Computing with Java,"Learn Distributed Java Applications at Scale, Parallel Programming, Distributed Computing & Cloud Software Architecture",4.6,"Instructors:
Michael Pogrebinsky | Software Architecture, System Design, Java Expert, Top Developer Academy",7.5,51,All Levels,,Bestseller,"E£1,199.99",849.99,,27.4886766,27.4886766USD
Master Object Oriented Design in Java - Homework + Solutions,Don't just learn Java! Learn to write practical industry standard object oriented software and super charge your career!,4.6,"Instructor:
Job Ready Programmer",5.5,41,All Levels,,,"E£1,199.99",849.99,,27.4886766,27.4886766USD
gRPC [Java] Master Class: Build Modern API & Micro services,Better than REST API! Build a fast and scalable HTTP/2 API for your microservice with gRPC & Protocol Buffers (protobuf),4.1,"Instructor:
Clément Jean",4,58,Intermediate,,,"E£1,199.99",849.99,,27.4886766,27.4886766USD
Apache Kafka Series - Kafka Streams for Data Processing,"Learn the Kafka Streams API with Hands-On Examples, Learn Exactly Once, Build and Deploy Apps with Java 8",4.5,"Instructors:
Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer, Conduktor Kafkademy",5,76,Intermediate,,Bestseller,"E£1,199.99",849.99,,27.4886766,27.4886766USD
Android 14 App Development Bootcamp 2023 - Build a portfolio,Android App Development - Beginner to Professional - Make a portfolio of Apps - Java & Kotlin - Android 14,4.7,"Instructor:
Vin Norman",40,232,All Levels,,,"E£1,199.99",849.99,,27.4886766,27.4886766USD
Java Interview Guide : 200+ Interview Questions and Answers,Get Ready for your Java Interview with 200+ Java Interview Questions for Beginners,4.6,"Instructor:
in28Minutes Official",6,55,Beginner,,,"E£1,299.99",999.99,Business Exception,32.339676600000004,32.339676600000004USD
Java Swing (GUI) Programming: From Beginner to Expert,Learn how to create desktop and Internet GUI Java programs and take your Java programming to the next level.,4.5,"Instructor:
John Purcell",14,93,All Levels,,Bestseller,"E£1,299.99",999.99,Business Exception,32.339676600000004,32.339676600000004USD
Top 150+ QA Automation Interview Questions & Resume Tips,"Job oriented Interview preparation course on Selenium, API testing, Testng, SQL, cucumber & Java programs with solutions",4.6,"Instructor:
Rahul Shetty",10,50,All Levels,,,"E£1,399.99",999.99,Business Exception,32.339676600000004,32.339676600000004USD
"RESTful Web Services, Java, Spring Boot, Spring MVC and JPA","Implement API calls: Sign-up, sign-in, email verification, password reset, update, delete. Deploy to Amazon AWS Cloud.",4.4,"Instructor:
Sergey Kargopolov",25,299,Beginner,,,"E£1,299.99",999.99,Business Exception,32.339676600000004,32.339676600000004USD
Spring Framework Master Class - Java Spring the Modern Way,"Learn the magic of Java Spring Framework with Spring Boot, Spring JDBC, Spring AOP, Hibernate, JUnit & Mockito",4.5,"Instructor:
in28Minutes Official",13,150,All Levels,,,"E£1,599.99","1,199.99",Business Exception,38.8076766,38.8076766USD
สร้าง Application ด้วย Java GUI กับฐานข้อมูล MySQL,เรียนรู้พื้นฐานการเขียนโปรแกรมภาษา Java GUI กับฐานข้อมูล MySQL และออกรายงาน iReport,4.8,"Instructor:
Boonnat Suvannsri",13.5,36,Beginner,,,,"1,199.99",Business Exception,38.8076766,38.8076766USD
Selenium WebDriver with Java -Basics to Advanced+Frameworks,"""TOP RATED #1 Master SELENIUM java 4 (Latest) course"" -5 Million students learning worldWide with great collaboration",4.6,"Instructor:
Rahul Shetty",55,332,All Levels,,Bestseller,"E£1,699.99","1,299.99",Business Exception,42.0416766,42.0416766USD
Complete Java SE 8 Developer Bootcamp - OCA Prep Included,"Master the Foundations of Java and the Topics of the Oracle Certified Associate, Java SE 8 Programmer Exam (1Z0-808)",4.7,"Instructors:
Intertech Training, Jeff Jensen",12,165,All Levels,,Bestseller,"E£1,699.99","1,299.99",Business Exception,42.0416766,42.0416766USD
